transaction,actual,budgeted,date,subcategory
BIDVEST/BROLL PAYMENTS,-10.26413968,-10.26413968,2019-09-30,ACCOUNTS PAYABLE
AP PAYMENTS,-1101.5604535,-1112.30421826,2019-09-30,ACCOUNTS PAYABLE
WHOLESALE FX RECEIPTS,15.37847466,15.37847466,2019-09-30,OTHER INFLOWS
MTN / VODACOM / CELL-C / NEOTEL,47.85101512,,2019-09-30,COLLECTIONS
OTHER / TELKOM MOBILE,175.91457412,150.0,2019-09-30,COLLECTIONS
FNB,17.0,,2019-09-30,COLLECTIONS
STD BANK,3.54120029,,2019-09-30,COLLECTIONS
BCX,-703.25173412,-703.25173412,2019-09-30,ACCOUNTS PAYABLE
INTEREST BONDS/CPs,-3.02054794,-3.02054794,2019-10-01,TREASURY PAYMENTS
OTHER ,-0.02561944,,2019-10-01,STAFF COSTS
SUNDRY PAYMENTS,-0.23511464,-0.23500964,2019-10-01,ACCOUNTS PAYABLE
AP PAYMENTS,-1.13423404,-1.26499036,2019-10-01,ACCOUNTS PAYABLE
FNB,19.0,,2019-10-01,COLLECTIONS
ABSA BANK,199.40144964,210.0,2019-10-01,COLLECTIONS
STD BANK,4.87030842,,2019-10-01,COLLECTIONS
LOCAL INTEREST ON CALL,1.32688357,1.32688357,2019-10-01,OTHER INFLOWS
STD BANK,1.76242388,,2019-10-03,COLLECTIONS
ABSA BANK,75.78103364,146.0,2019-10-03,COLLECTIONS
FNB,14.0,,2019-10-03,COLLECTIONS
OTHER / TELKOM MOBILE,7.36698636,,2019-10-03,COLLECTIONS
AP PAYMENTS,-17.45967693,-17.55636528,2019-10-03,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.44315472,-0.44363472,2019-10-03,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.41552832,-0.41552832,2019-10-08,ACCOUNTS PAYABLE
AP PAYMENTS,-0.51711555,-0.88447168,2019-10-08,ACCOUNTS PAYABLE
MONEY MARKET FEES,-1.91307882,-1.91307882,2019-10-08,TREASURY PAYMENTS
ABSA BANK,76.67433797,90.0,2019-10-08,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,19.56217615,,2019-10-08,COLLECTIONS
STD BANK,2.33069286,,2019-10-08,COLLECTIONS
SUNDRY PAYMENTS,-0.15029075,-0.15101075,2019-10-10,ACCOUNTS PAYABLE
STD BANK,1.64322565,,2019-10-10,COLLECTIONS
ABSA BANK,64.06605802,130.0,2019-10-10,COLLECTIONS
AP PAYMENTS,-9.11243423,-9.34898925,2019-10-10,ACCOUNTS PAYABLE
STD BANK,2.3432203,,2019-10-14,COLLECTIONS
ABSA BANK,99.90434989,160.0,2019-10-14,COLLECTIONS
AP PAYMENTS,-0.29596593,-0.45217075999999,2019-10-14,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-160.74782924,-160.74782924,2019-10-14,ACCOUNTS PAYABLE
STD BANK,1.8065571,,2019-10-16,COLLECTIONS
ABSA BANK,76.30478188,140.0,2019-10-16,COLLECTIONS
OTHER / TELKOM MOBILE,4.44801719,,2019-10-16,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,40.82981864,,2019-10-16,COLLECTIONS
AP PAYMENTS,-112.89585117,-112.69089886,2019-10-16,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.31141715,-0.30910114,2019-10-16,ACCOUNTS PAYABLE
OTHER ,0.06194419,,2019-10-16,STAFF COSTS
SUNDRY PAYMENTS,-0.31186179,-0.3164342,2019-10-18,ACCOUNTS PAYABLE
AP PAYMENTS,-4.98799538,-5.10793614,2019-10-18,ACCOUNTS PAYABLE
ABSA BANK,123.85511854,150.0,2019-10-18,COLLECTIONS
STD BANK,2.54498103,,2019-10-18,COLLECTIONS
TRUDON COLLECTIONS REFUND,-34.17562966,-34.17562966,2019-10-18,OTHER INFLOWS
STD BANK,2.67784422,,2019-10-22,COLLECTIONS
ABSA BANK,81.0241115,90.0,2019-10-22,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,130.0,,2019-10-22,COLLECTIONS
OTHER / TELKOM MOBILE,19.24913624,,2019-10-22,COLLECTIONS
AP PAYMENTS,-0.44573848,-0.49564015,2019-10-22,ACCOUNTS PAYABLE
